WKT,OBJECTID,CRZ,OZNACNIK1,OZNACNIK2,CRZ_OZNACN,"TARIF_NAZE,C,250"
POINT (16.2127233331305 50.2636091013555),1417,27123,2,2,2712302,"Podbřezí,Skalka,zámek"
POINT (16.2816000071384 50.0168000045184),1418,27245,1,1,2724501,"Podlesí,Němčí"
POINT (16.2816000071384 50.0168000045184),1419,27245,2,2,2724502,"Podlesí,Němčí"
POINT (16.2980000078806 50.0216000051307),1420,27246,1,1,2724601,"Podlesí,Olešná"
POINT (16.2980000078806 50.0216000051307),1421,27246,2,2,2724602,"Podlesí,Olešná"
POINT (16.2782000066883 50.0233000049836),1422,27247,1,1,2724701,"Podlesí,Turov"
POINT (16.2782000066883 50.0233000049836),1423,27247,2,2,2724702,"Podlesí,Turov"
POINT (16.0905537286013 50.2919930701104),1424,27374,1,1,2737401,Pohoří-kovárna
POINT (16.0905045379115 50.2920918430537),1425,27374,2,2,2737402,Pohoří-kovárna
POINT (16.1009292801497 50.2927722312467),1426,27372,1,1,2737201,Pohoří-mateřská škola
POINT (16.1011438475152 50.2929537980564),1427,27372,2,2,2737202,Pohoří-mateřská škola
POINT (16.0995978317564 50.2922867633492),1428,27373,1,1,2737301,Pohoří-prodejna
POINT (16.0994325680902 50.2923489897243),1429,27373,2,2,2737302,Pohoří-prodejna
POINT (16.0802528071223 50.2913400050133),1430,27375,1,1,2737501,Pohoří-žel.zast.
POINT (16.0797555772816 50.291474980196),1431,27375,2,2,2737502,Pohoří-žel.zast.
POINT (16.1079644907895 50.2949383547816),1432,27376,1,1,2737601,"Pohoří,Puličky"
POINT (16.1079245214025 50.2950219991309),1433,27376,2,2,2737602,"Pohoří,Puličky"
POINT (16.3018655068033 50.0578197778959),1434,27521,1,1,2752101,Polom
POINT (16.3016776432867 50.0578085185877),1435,27521,2,2,2752102,Polom
POINT (16.2943924250092 50.0478063448526),1436,27522,1,1,2752201,Polom-odb.Sudslava
POINT (16.2944779473764 50.0478601132818),1437,27522,2,2,2752202,Polom-odb.Sudslava
POINT (16.2860201431846 50.0772299874559),1438,27717,1,1,2771701,Potštejn-Černá skála
POINT (16.2858914500015 50.0771797028412),1439,27717,2,2,2771702,Potštejn-Černá skála
POINT (16.3101102701622 50.0832904245366),1440,27718,1,1,2771801,Potštejn-odb.žel.st.
POINT (16.3096483585576 50.0834013046543),1441,27718,2,2,2771802,Potštejn-odb.žel.st.
POINT (16.3153261712731 50.0793267370164),1442,27719,1,1,2771901,Potštejn-pila
POINT (16.3160612435318 50.0786602619084),1443,27719,2,2,2771902,Potštejn-pila
POINT (16.3061319738707 50.0818782541288),1444,27720,1,1,2772001,Potštejn-u cukrárny
POINT (16.3061553019197 50.0822535535657),1445,27720,2,2,2772002,Potštejn-u cukrárny
POINT (16.2930385540787 50.0850020160236),1446,27721,1,1,2772101,Potštejn-Velešov rozc.
POINT (16.2930414627462 50.085090028071),1447,27721,2,2,2772102,Potštejn-Velešov rozc.
POINT (16.2870642879377 50.0716729497977),1448,28297,1,1,2829701,Proruby-dolní
POINT (16.2868877521852 50.0716661966119),1449,28297,2,2,2829702,Proruby-dolní
POINT (16.2951233248201 50.070078016074),1450,28298,1,1,2829801,Proruby-horní
POINT (16.2949990079813 50.0698290044085),1451,28298,2,2,2829802,Proruby-horní
POINT (16.1065476727285 50.237588139165),1452,28657,1,1,2865701,Přepychy-has.zbroj.
POINT (16.106750836753 50.2376251222867),1453,28657,2,2,2865702,Přepychy-has.zbroj.
POINT (16.1181524381803 50.2357818766566),1454,28658,1,1,2865801,Přepychy-na kopci
POINT (16.118093381871 50.2358673212742),1455,28658,2,2,2865802,Přepychy-na kopci
POINT (16.1081905992522 50.2450286326605),1456,28659,1,1,2865901,Přepychy-v domkách
POINT (16.1083018547777 50.2445104154063),1457,28659,2,2,2865902,Přepychy-v domkách
POINT (16.3956000079647 49.9219000044777),1458,28952,1,1,2895201,Přívrat
POINT (16.3956000079647 49.9219000044777),1459,28952,2,2,2895202,Přívrat
POINT (16.3946000068154 49.9274000048191),1460,47225,1,1,4722501,Přívrat-křiž.
POINT (16.3946000068154 49.9274000048191),1461,47225,2,2,4722502,Přívrat-křiž.
POINT (16.3892000074891 49.9309000048413),1462,28953,1,1,2895301,Přívrat-Na Presích
POINT (16.3892000074891 49.9309000048413),1463,28953,2,2,2895302,Přívrat-Na Presích
POINT (16.1053000069533 49.8994000042328),1464,29068,1,1,2906801,Pustina
POINT (16.1053000069533 49.8994000042328),1465,29068,2,2,2906802,Pustina
POINT (16.1020000069747 49.9121000043263),1466,29069,1,1,2906901,Pustina-rozc.1.0
POINT (16.1020000069747 49.9121000043263),1467,29069,2,2,2906902,Pustina-rozc.1.0
POINT (16.0760000071828 49.9876000050847),1468,29203,1,1,2920301,Radhošť
POINT (16.0760000071828 49.9876000050847),1469,29203,2,2,2920302,Radhošť
POINT (16.0649070142581 49.9891367012163),1470,29204,1,1,2920401,"Radhošť,Sedlíšťka"
POINT (16.0649070142581 49.9891367012163),1471,29204,2,2,2920402,"Radhošť,Sedlíšťka"
POINT (16.031603549404 50.3060905756728),1472,29868,2,2,2986802,Rohenice-křiž.
POINT (16.0314441553732 50.3060268228222),1473,29868,1,1,2986801,Rohenice-křiž.
POINT (16.0334771055201 50.3061153896835),1474,29869,2,2,2986902,Rohenice-Obecní úřad
POINT (16.0328302546339 50.3062887717052),1475,29869,1,1,2986901,Rohenice-Obecní úřad
POINT (16.0317438590374 50.3086923526897),1476,29870,1,1,2987001,Rohenice-požární zbrojnice
POINT (16.0320132960105 50.3089601534433),1477,29870,2,2,2987002,Rohenice-požární zbrojnice
POINT (16.0505022070442 50.3054969045053),1478,47690,2,2,4769002,Rohenice-Roheničky
POINT (16.0501264067643 50.3054892047488),1479,47690,1,1,4769001,Rohenice-Roheničky
POINT (16.4761891148428 50.1485013840604),1480,29974,1,1,2997401,Rokytnice v Orl.h.-dolní u mostu
POINT (16.4761293710654 50.1484594018116),1481,29974,2,2,2997402,Rokytnice v Orl.h.-dolní u mostu
POINT (16.4669648698548 50.1946963069047),1482,29975,1,1,2997501,Rokytnice v Orl.h.-horní Alma
POINT (16.4668697075652 50.1946603050014),1483,29975,2,2,2997502,Rokytnice v Orl.h.-horní Alma
POINT (16.466990501818 50.1662141237097),1484,50268,1,1,5026801,Rokytnice v Orl.h.-nákupní středisko
POINT (16.466649350518 50.1658482585048),1485,50268,2,2,5026802,Rokytnice v Orl.h.-nákupní středisko
POINT (16.4349420535895 50.1753401997201),1486,29977,1,1,2997701,Rokytnice v Orl.h.-Nový Dvůr
POINT (16.4348636499965 50.1752779250441),1487,29977,2,2,2997702,Rokytnice v Orl.h.-Nový Dvůr
POINT (16.4736565743376 50.1868182247041),1488,29978,1,1,2997801,Rokytnice v Orl.h.-odb.Říčky
POINT (16.4743021940913 50.1864978753399),1489,29978,2,2,2997802,Rokytnice v Orl.h.-odb.Říčky
POINT (16.4877008919143 50.186353216349),1490,29979,1,1,2997901,Rokytnice v Orl.h.-Pod zatáčkami
POINT (16.4876976416654 50.1864413320881),1491,29979,2,2,2997902,Rokytnice v Orl.h.-Pod zatáčkami
POINT (16.466138974197 50.1758106287947),1492,29980,1,1,2998001,Rokytnice v Orl.h.-Prostřední u ryb.
POINT (16.4659667066578 50.1758187992952),1493,29980,2,2,2998002,Rokytnice v Orl.h.-Prostřední u ryb.
POINT (16.4674656727598 50.1611003090442),1494,55062,1,1,5506201,Rokytnice v Orl.h.-Stříbrný vrch
POINT (16.4682421648558 50.1610014987626),1495,55062,2,2,5506202,Rokytnice v Orl.h.-Stříbrný vrch
POINT (16.4735953993554 50.1520425039818),1496,29981,1,1,2998101,Rokytnice v Orl.h.-u bývalého mlýna
POINT (16.4734942038188 50.1520168559059),1497,29981,2,2,2998102,Rokytnice v Orl.h.-u bývalého mlýna
POINT (16.4635801008337 50.1650171203641),1498,52190,1,1,5219001,Rokytnice v Orl.h.-U Medvěda
POINT (16.4556911447755 50.1654481886284),1499,29983,1,1,2998301,Rokytnice v Orl.h.-Vánoční ozdoby
POINT (16.4557733043656 50.1653890583436),1500,29983,2,2,2998302,Rokytnice v Orl.h.-Vánoční ozdoby
POINT (16.465040929693 50.1621350203317),1501,49530,1,1,4953001,Rokytnice v Orl.h.-žel.st.
POINT (16.4649173412619 50.1622683368744),1502,49530,2,2,4953002,Rokytnice v Orl.h.-žel.st.
POINT (16.4238846238002 50.1896786423699),1503,29984,1,1,2998401,"Rokytnice v Orl.h.,Neb.Rybná,dolní"
POINT (16.4237786947117 50.1896873711538),1504,29984,2,2,2998402,"Rokytnice v Orl.h.,Neb.Rybná,dolní"
POINT (16.4330980138613 50.1817814738068),1505,29985,1,1,2998501,"Rokytnice v Orl.h.,Neb.Rybná,Hamernice"
POINT (16.4332300989092 50.1817423487175),1506,29985,2,2,2998502,"Rokytnice v Orl.h.,Neb.Rybná,Hamernice"
POINT (16.4204760593971 50.1881081213442),1507,29986,1,1,2998601,"Rokytnice v Orl.h.,Neb.Rybná,konečná"
POINT (16.4058560068435 50.1941500046331),1508,29987,1,1,2998701,"Rokytnice v Orl.h.,Neb.Rybná,rozc."
POINT (16.4059649211709 50.1941604682358),1509,29987,2,2,2998702,"Rokytnice v Orl.h.,Neb.Rybná,rozc."
POINT (16.5014420079338 50.1836330046225),1510,29988,1,1,2998801,"Rokytnice v Orl.h.,Pan.Pole,dolní"
POINT (16.501403007156 50.1836720043169),1511,29988,2,2,2998802,"Rokytnice v Orl.h.,Pan.Pole,dolní"
POINT (16.5088207470446 50.1875472583476),1512,29989,1,1,2998901,"Rokytnice v Orl.h.,Pan.Pole,Hanička"
POINT (16.5087329014964 50.1876021042291),1513,29989,2,2,2998902,"Rokytnice v Orl.h.,Pan.Pole,Hanička"
POINT (16.5201277581583 50.1791442549746),1514,29990,1,1,2999001,"Rokytnice v Orl.h.,Pan.Pole,Údolíčko"
POINT (16.5202939922857 50.1791144124087),1515,29990,2,2,2999002,"Rokytnice v Orl.h.,Pan.Pole,Údolíčko"
POINT (16.5610000080493 49.9036000042213),1516,47579,1,1,4757901,Rudoltice-host.
POINT (16.5610000080493 49.9036000042213),1517,47579,2,2,4757902,Rudoltice-host.
POINT (16.5744000081336 49.8956000043056),1518,30515,1,1,3051501,Rudoltice-křiž.
POINT (16.5744000081336 49.8956000043056),1519,30515,2,2,3051502,Rudoltice-křiž.
POINT (16.5764000078104 49.8940000046712),1520,52040,1,1,5204001,Rudoltice-křiž.I-43
POINT (16.5764000078104 49.8940000046712),1521,52040,2,2,5204002,Rudoltice-křiž.I-43
POINT (16.5531000070666 49.9086000044306),1522,30520,1,1,3052001,Rudoltice-u mostu
POINT (16.5531000070666 49.9086000044306),1523,30520,2,2,3052002,Rudoltice-u mostu
POINT (16.5695000069946 49.8981000044367),1524,30521,1,1,3052101,Rudoltice-u školy
POINT (16.5695000069946 49.8981000044367),1525,30521,2,2,3052102,Rudoltice-u školy
POINT (16.5652000075123 49.9015000045063),1526,53396,1,1,5339601,Rudoltice-Zámeček
POINT (16.5652000075123 49.9015000045063),1527,53396,2,2,5339602,Rudoltice-Zámeček
POINT (16.3656161217438 50.1073106989823),1528,30627,1,1,3062701,Rybná n.Zdob.-Obecní úřad
POINT (16.3658193141406 50.1073728453646),1529,30627,2,2,3062702,Rybná n.Zdob.-Obecní úřad
POINT (16.3609282741761 50.1179642069426),1530,30628,1,1,3062801,Rybná n.Zdob.-Pekelec
POINT (16.3608822882768 50.1178964260467),1531,30628,2,2,3062802,Rybná n.Zdob.-Pekelec
POINT (16.3482390748009 50.1238553339764),1532,30629,1,1,3062901,Rybná n.Zdob.-Pekelec pila
POINT (16.3665453446963 50.1083459473679),1533,30630,1,1,3063001,Rybná n.Zdob.-u kostela
POINT (16.3663856653929 50.1085234609527),1534,30630,2,2,3063002,Rybná n.Zdob.-u kostela
POINT (16.3761120658271 50.1125125674702),1535,51195,1,1,5119501,Rybná n.Zdob.-U Opletalů
POINT (16.3760195656612 50.1125630608333),1536,51195,2,2,5119502,Rybná n.Zdob.-U Opletalů
POINT (16.3534986501871 50.1170088165761),1537,30631,1,1,3063101,Rybná n.Zdob.-U stezky
POINT (16.3535269077815 50.1171333105208),1538,30631,2,2,3063102,Rybná n.Zdob.-U stezky
POINT (16.3848747516085 50.119017962211),1539,30632,1,1,3063201,Rybná n.Zdob.-Ve Dvorku
POINT (16.3847638800684 50.119051312513),1540,30632,2,2,3063202,Rybná n.Zdob.-Ve Dvorku
POINT (16.4814000080035 49.8843000044552),1541,30640,1,1,3064001,Rybník-Jednota
POINT (16.4814000080035 49.8843000044552),1542,30640,2,2,3064002,Rybník-Jednota
POINT (16.4837000080127 49.8823000044997),1543,30641,1,1,3064101,Rybník-kovárna
POINT (16.4837000080127 49.8823000044997),1544,30641,2,2,3064102,Rybník-kovárna
POINT (16.4777000073462 49.8867000045892),1545,30643,1,1,3064301,Rybník-MŠ
POINT (16.4777000073462 49.8867000045892),1546,30643,2,2,3064302,Rybník-MŠ
POINT (16.474700008151 49.8887000041693),1547,30644,1,1,3064401,Rybník-ObÚ
POINT (16.474700008151 49.8887000041693),1548,30644,2,2,3064402,Rybník-ObÚ
POINT (16.4690000069077 49.8904000045657),1549,30642,1,1,3064201,Rybník-Srnov
POINT (16.4690000069077 49.8904000045657),1550,30642,2,2,3064202,Rybník-Srnov
POINT (16.271570307872 50.1633478049783),1551,30669,1,1,3066901,Rychnov n.Kněž.-aut.nádr.
POINT (16.2716458079213 50.1634897046501),1552,30669,2,2,3066902,Rychnov n.Kněž.-aut.nádr.
POINT (16.2717214078563 50.1636328047682),1553,30669,3,3,3066903,Rychnov n.Kněž.-aut.nádr.
POINT (16.2717400070189 50.1633447051304),1554,30669,4,4,3066904,Rychnov n.Kněž.-aut.nádr.
POINT (16.271826407266 50.1635003049806),1555,30669,5,5,3066905,Rychnov n.Kněž.-aut.nádr.
POINT (16.2718964076117 50.1636367050116),1556,30669,6,6,3066906,Rychnov n.Kněž.-aut.nádr.
POINT (16.2719203066643 50.1633464048606),1557,30669,7,7,3066907,Rychnov n.Kněž.-aut.nádr.
POINT (16.2719942078152 50.163492804428),1558,30669,8,8,3066908,Rychnov n.Kněž.-aut.nádr.
POINT (16.2720644076528 50.163632504656),1559,30669,9,9,3066909,Rychnov n.Kněž.-aut.nádr.
POINT (16.2720597077187 50.1632008047107),1560,30669,10,10,3066910,Rychnov n.Kněž.-aut.nádr.
POINT (16.2780272627518 50.1649487521014),1561,30684,1,1,3068401,Rychnov n.Kněž.-Bezručova pošta
POINT (16.2780485465407 50.1650985723823),1562,30684,2,2,3068402,Rychnov n.Kněž.-Bezručova pošta
POINT (16.2757659320333 50.1539587548068),1563,49259,1,1,4925901,Rychnov n.Kněž.-Ekologická
POINT (16.2759402541645 50.1539828418585),1564,49259,2,2,4925902,Rychnov n.Kněž.-Ekologická
POINT (16.2748218081808 50.1547193004704),1565,47691,1,1,4769101,Rychnov n.Kněž.-firma MAJA
POINT (16.2749344886588 50.1547292738552),1566,47691,2,2,4769102,Rychnov n.Kněž.-firma MAJA
POINT (16.286427338345 50.1698640012039),1567,30670,1,1,3067001,Rychnov n.Kněž.-hotel Panorama
POINT (16.2730373110903 50.1554400476795),1568,49263,1,1,4926301,Rychnov n.Kněž.-hřbitov
POINT (16.2746822070068 50.1590156050955),1569,30671,1,1,3067101,Rychnov n.Kněž.-Kněžna
POINT (16.3027175966501 50.1707260763454),1570,49225,1,1,4922501,Rychnov n.Kněž.-koup.ve Včelném
POINT (16.2200505219014 50.1668959109465),1571,30672,1,1,3067201,Rychnov n.Kněž.-křiž.Voříšek
POINT (16.2200909421772 50.1669654059061),1572,30672,2,2,3067202,Rychnov n.Kněž.-křiž.Voříšek
POINT (16.2839143809004 50.168529565506),1573,49224,2,2,4922402,Rychnov n.Kněž.-Masarykova-Sibiř
POINT (16.2840655443805 50.168453464752),1574,49224,1,1,4922401,Rychnov n.Kněž.-Masarykova-Sibiř
POINT (16.2944400154808 50.1749595007252),1575,30673,1,1,3067301,Rychnov n.Kněž.-Městská Habrová
POINT (16.2946173840601 50.1748857128514),1576,30673,2,2,3067302,Rychnov n.Kněž.-Městská Habrová
POINT (16.2848965257128 50.1595577375906),1577,49228,1,1,4922801,Rychnov n.Kněž.-Mírová
POINT (16.2858210150766 50.1618145773251),1578,49226,1,1,4922601,Rychnov n.Kněž.-Mírová u lékárny
POINT (16.2853670806241 50.1623057107936),1579,49226,2,2,4922602,Rychnov n.Kněž.-Mírová u lékárny
POINT (16.2802597853968 50.1622078305637),1580,49280,1,1,4928001,Rychnov n.Kněž.-Na Drahách u kina
POINT (16.269448922569 50.1692022168557),1581,30675,1,1,3067501,Rychnov n.Kněž.-nemocnice
POINT (16.2693159816863 50.1689997110485),1582,30675,2,2,3067502,Rychnov n.Kněž.-nemocnice
POINT (16.3148456408915 50.1646450279045),1583,30677,1,1,3067701,Rychnov n.Kněž.-odb.Studánka
POINT (16.3147015789374 50.1645130599836),1584,30677,2,2,3067702,Rychnov n.Kněž.-odb.Studánka
POINT (16.2792060242559 50.1539639701068),1585,51455,1,1,5145501,Rychnov n.Kněž.-Penny market
POINT (16.2790968359986 50.15407027949),1586,51455,2,2,5145502,Rychnov n.Kněž.-Penny market
POINT (16.2792942958779 50.1548784809827),1587,30678,1,1,3067801,Rychnov n.Kněž.-Pod Budínem
POINT (16.2784456041767 50.1553228173898),1588,30678,2,2,3067802,Rychnov n.Kněž.-Pod Budínem
POINT (16.2977491043212 50.1866891788611),1589,30679,1,1,3067901,Rychnov n.Kněž.-rozc.Prorubky
POINT (16.2980146740837 50.1867342006819),1590,30679,2,2,3067902,Rychnov n.Kněž.-rozc.Prorubky
POINT (16.283794856012 50.1622392771047),1591,30680,2,2,3068002,Rychnov n.Kněž.-sídl.Draha
POINT (16.2835785750973 50.1623283792203),1592,30680,1,1,3068001,Rychnov n.Kněž.-sídl.Draha
POINT (16.2975693122239 50.1742997909565),1593,47359,1,1,4735901,Rychnov n.Kněž.-sídl.Nad Habrovou
POINT (16.2740383666887 50.1632266978132),1594,49262,1,1,4926201,Rychnov n.Kněž.-Staré nám.
POINT (16.2777841836471 50.1575155307429),1595,49358,2,2,4935802,Rychnov n.Kněž.-Strojnická FAB
POINT (16.277661891457 50.1578418960723),1596,49358,1,1,4935801,Rychnov n.Kněž.-Strojnická FAB
POINT (16.3060945317257 50.164981268809),1597,30681,1,1,3068101,Rychnov n.Kněž.-STS
POINT (16.3048543373098 50.1648583774336),1598,30681,2,2,3068102,Rychnov n.Kněž.-STS
POINT (16.2737263555217 50.166849309785),1599,30682,1,1,3068201,Rychnov n.Kněž.-tiskárna
POINT (16.2753463305415 50.1679131643386),1600,30682,2,2,3068202,Rychnov n.Kněž.-tiskárna
POINT (16.283751441485 50.1716550363582),1601,30683,1,1,3068301,Rychnov n.Kněž.-u váhy
POINT (16.2830278206897 50.1717118440842),1602,30683,2,2,3068302,Rychnov n.Kněž.-u váhy
POINT (16.2740364246481 50.157815075145),1603,30688,7,7,3068807,Rychnov n.Kněž.-žel.st.
POINT (16.274325815753 50.1576997335462),1604,30688,6,6,3068806,Rychnov n.Kněž.-žel.st.
POINT (16.2975953197514 50.1493149815785),1605,30690,1,1,3069001,"Rychnov n.Kněž.,Dlouhá Ves,Agrohotel"
POINT (16.29786868031 50.1489034757198),1606,30690,2,2,3069002,"Rychnov n.Kněž.,Dlouhá Ves,Agrohotel"
POINT (16.2872010644551 50.1518010963018),1607,49398,1,1,4939801,"Rychnov n.Kněž.,Dlouhá Ves,FACEA"
POINT (16.287384787821 50.1516622824488),1608,49398,2,2,4939802,"Rychnov n.Kněž.,Dlouhá Ves,FACEA"
POINT (16.2906393677823 50.1505862826977),1609,30691,1,1,3069101,"Rychnov n.Kněž.,Dlouhá Ves,Sauna"
POINT (16.2906431205737 50.1504843600095),1610,30691,2,2,3069102,"Rychnov n.Kněž.,Dlouhá Ves,Sauna"
POINT (16.2588661654652 50.1817798999756),1611,30693,1,1,3069301,"Rychnov n.Kněž.,Lipovka"
POINT (16.2585048461355 50.1818537340385),1612,30693,2,2,3069302,"Rychnov n.Kněž.,Lipovka"
POINT (16.2500002503227 50.1753243821982),1613,51457,1,1,5145701,"Rychnov n.Kněž.,Lipovka,bytovky"
POINT (16.2482045222365 50.1749061795734),1614,51457,2,2,5145702,"Rychnov n.Kněž.,Lipovka,bytovky"
POINT (16.2583487925727 50.1811504361623),1615,49424,1,1,4942401,"Rychnov n.Kněž.,Lipovka,KDR"
POINT (16.2582767802978 50.1812706724559),1616,49424,2,2,4942402,"Rychnov n.Kněž.,Lipovka,KDR"
POINT (16.2579202737509 50.1738333607232),1617,51456,1,1,5145601,"Rychnov n.Kněž.,Lipovka,Malá Lipovka"
POINT (16.2578008153989 50.1738171310347),1618,51456,2,2,5145602,"Rychnov n.Kněž.,Lipovka,Malá Lipovka"
POINT (16.255734253314 50.1782803436003),1619,49233,1,1,4923301,"Rychnov n.Kněž.,Lipovka,Vel.Lipovka"
POINT (16.2555739812214 50.1782617866604),1620,49233,2,2,4923302,"Rychnov n.Kněž.,Lipovka,Vel.Lipovka"
POINT (16.2415131237377 50.1822047049519),1621,30694,1,1,3069401,"Rychnov n.Kněž.,Litohrady"
POINT (16.2413871973572 50.182182322262),1622,30694,2,2,3069402,"Rychnov n.Kněž.,Litohrady"
POINT (16.2424231132959 50.1633549392333),1623,30695,1,1,3069501,"Rychnov n.Kněž.,Lokot"
POINT (16.2423506876482 50.1634637865879),1624,30695,2,2,3069502,"Rychnov n.Kněž.,Lokot"
POINT (16.2962233503545 50.1794573200103),1625,30696,1,1,3069601,"Rychnov n.Kněž.,Panská Habrová"
