Zřizovatel,Red IZO:,IČO:,Název organizace,Místo:,Ulice:,Č.p.:,Č.o.:,Městská část:,    IZO:,"Druh školy, školského zařízení:",Místo školy-zařízení:,Ulice školy-zařízení:,Č.p. školy-zařízení:,Č.o. školy-zařízení:,Městská část školy-zařízení:
2,650062345,70986126,"Masarykova jubilejní základní škola a mateřská škola, Černilov",Černilov,,380,,Černilov,    117100056,Školní družina,Černilov,,380,,Černilov
2,650062345,70986126,"Masarykova jubilejní základní škola a mateřská škola, Černilov",Černilov,,380,,Černilov,    102778612,Školní jídelna,Černilov,,380,,Černilov
2,650062345,70986126,"Masarykova jubilejní základní škola a mateřská škola, Černilov",Černilov,,380,,Černilov,    102954691,Školní jídelna - výdejna,Černilov,,509,,Černilov
2,650064852,75001659,"Základní škola a mateřská škola, Černožice, okres Hradec Králové",Černožice,Růžová,12,,Černožice,    107581558,Mateřská škola,Černožice,Družstevní,190,,Černožice
2,650064852,75001659,"Základní škola a mateřská škola, Černožice, okres Hradec Králové",Černožice,Růžová,12,,Černožice,    102066477,Základní škola,Černožice,Růžová,12,,Černožice
2,650064852,75001659,"Základní škola a mateřská škola, Černožice, okres Hradec Králové",Černožice,Růžová,12,,Černožice,    117100064,Školní družina,Černožice,Růžová,12,,Černožice
2,650064852,75001659,"Základní škola a mateřská škola, Černožice, okres Hradec Králové",Černožice,Růžová,12,,Černožice,    117100790,Školní jídelna,Černožice,Družstevní,190,,Černožice
2,650064992,70996067,"Základní škola a mateřská škola, Libčany",Libčany,,1,,Libčany,    107581175,Mateřská škola,Libčany,,244,,Libčany
2,650064992,70996067,"Základní škola a mateřská škola, Libčany",Libčany,,1,,Libčany,    102078114,Základní škola,Libčany,,1,,Libčany
2,650064992,70996067,"Základní škola a mateřská škola, Libčany",Libčany,,1,,Libčany,    117100331,Školní družina,Libčany,,1,,Libčany
2,650064992,70996067,"Základní škola a mateřská škola, Libčany",Libčany,,1,,Libčany,    102778647,Školní jídelna,Libčany,,1,,Libčany
2,650064992,70996067,"Základní škola a mateřská škola, Libčany",Libčany,,1,,Libčany,    102790078,Školní jídelna - výdejna,Libčany,,244,,Libčany
2,651000904,75041511,"Základní škola a Mateřská škola Josefa Gočára, Hradec Králové, Tylovo nábřeží 1140",Hradec Králové,Tylovo nábřeží,1140,20,Hradec Králové,    168100533,Mateřská škola,Hradec Králové,Škroupova,693,9,Hradec Králové
2,651000904,75041511,"Základní škola a Mateřská škola Josefa Gočára, Hradec Králové, Tylovo nábřeží 1140",Hradec Králové,Tylovo nábřeží,1140,20,Hradec Králové,    151000913,Základní škola,Hradec Králové,Tylovo nábřeží,1140,20,Hradec Králové
2,651000904,75041511,"Základní škola a Mateřská škola Josefa Gočára, Hradec Králové, Tylovo nábřeží 1140",Hradec Králové,Tylovo nábřeží,1140,20,Hradec Králové,    168100541,Školní družina,Hradec Králové,Tylovo nábřeží,1140,20,Hradec Králové
2,651000904,75041511,"Základní škola a Mateřská škola Josefa Gočára, Hradec Králové, Tylovo nábřeží 1140",Hradec Králové,Tylovo nábřeží,1140,20,Hradec Králové,    168100550,Školní jídelna,Hradec Králové,Tylovo nábřeží,691,18,Hradec Králové
2,651000904,75041511,"Základní škola a Mateřská škola Josefa Gočára, Hradec Králové, Tylovo nábřeží 1140",Hradec Králové,Tylovo nábřeží,1140,20,Hradec Králové,    168100568,Školní jídelna - výdejna,Hradec Králové,Škroupova,693,9,Hradec Králové
2,668000325,70993475,"Mateřská škola, Dobřenice",Dobřenice,,32,,Dobřenice,    107580870,Mateřská škola,Dobřenice,,32,,Dobřenice
2,668000325,70993475,"Mateřská škola, Dobřenice",Dobřenice,,32,,Dobřenice,    102778825,Školní jídelna,Dobřenice,,32,,Dobřenice
2,668000503,71000755,"Mateřská škola Kamarád, Hradec Králové, Veverkova 1495",Hradec Králové,Veverkova,1495,36,Pražské Předměstí,    107581132,Mateřská škola,Hradec Králové,Veverkova,1495,36,Pražské Předměstí
2,668000503,71000755,"Mateřská škola Kamarád, Hradec Králové, Veverkova 1495",Hradec Králové,Veverkova,1495,36,Pražské Předměstí,    102790035,Školní jídelna,Hradec Králové,Veverkova,1495,36,Pražské Předměstí
2,668000538,71000747,"Mateřská škola Sluníčko, Hradec Králové, Štefánikova 373",Hradec Králové,Štefánikova,373,12,Moravské Předměstí,    107581833,Mateřská škola,Hradec Králové,Štefánikova,373,12,Moravské Předměstí
2,668000538,71000747,"Mateřská škola Sluníčko, Hradec Králové, Štefánikova 373",Hradec Králové,Štefánikova,373,12,Moravské Předměstí,    102790701,Školní jídelna,Hradec Králové,Štefánikova,373,12,Moravské Předměstí
2,668000538,71000747,"Mateřská škola Sluníčko, Hradec Králové, Štefánikova 373",Hradec Králové,Štefánikova,373,12,Moravské Předměstí,    168001161,Školní jídelna - výdejna,Hradec Králové,Hradecká,1,66,Třebeš
2,668000554,71000712,"Mateřská škola, Hradec Králové, Třebechovická 837",Hradec Králové,Třebechovická,837,1,Slezské Předměstí,    107580934,Mateřská škola,Hradec Králové,Třebechovická,837,1,Slezské Předměstí
2,668000554,71000712,"Mateřská škola, Hradec Králové, Třebechovická 837",Hradec Králové,Třebechovická,837,1,Slezské Předměstí,    102778884,Školní jídelna,Hradec Králové,Třebechovická,837,1,Slezské Předměstí
2,668000554,71000712,"Mateřská škola, Hradec Králové, Třebechovická 837",Hradec Králové,Třebechovická,837,1,Slezské Předměstí,    168001195,Školní jídelna - výdejna,Hradec Králové,Školní,85,1,Slatina
2,668000562,71000763,"Mateřská škola Čtyřlístek, Hradec Králové, Švendova 1127",Hradec Králové,Švendova,1127,4,Hradec Králové,    107581027,Mateřská škola,Hradec Králové,Švendova,1127,4,Hradec Králové
2,668000562,71000763,"Mateřská škola Čtyřlístek, Hradec Králové, Švendova 1127",Hradec Králové,Švendova,1127,4,Hradec Králové,    102778949,Školní jídelna,Hradec Králové,Švendova,1127,4,Hradec Králové
2,668000562,71000763,"Mateřská škola Čtyřlístek, Hradec Králové, Švendova 1127",Hradec Králové,Švendova,1127,4,Hradec Králové,    181084821,Školní jídelna - výdejna,Hradec Králové,Kotěrova,627,7,Hradec Králové
2,668000571,71000691,"Mateřská škola, Hradec Králové, Kampanova 1488",Hradec Králové,Kampanova,1488,1,Pražské Předměstí,    107581841,Mateřská škola,Hradec Králové,Kampanova,1488,1,Pražské Předměstí
2,668000571,71000691,"Mateřská škola, Hradec Králové, Kampanova 1488",Hradec Králové,Kampanova,1488,1,Pražské Předměstí,    102790710,Školní jídelna,Hradec Králové,Kampanova,1488,1,Pražské Předměstí
2,668000571,71000691,"Mateřská škola, Hradec Králové, Kampanova 1488",Hradec Králové,Kampanova,1488,1,Pražské Předměstí,    181003309,Školní jídelna - výdejna,Hradec Králové,Albertova,767,9,Pražské Předměstí
2,668000589,75017504,"Mateřská škola U Zámku, Chlumec nad Cidlinou, Poděbradova 636/IV",Chlumec nad Cidlinou,Poděbradova,636,,Chlumec nad Cidlinou IV,    107581566,Mateřská škola,Chlumec nad Cidlinou,Poděbradova,636,,Chlumec nad Cidlinou IV
2,668000589,75017504,"Mateřská škola U Zámku, Chlumec nad Cidlinou, Poděbradova 636/IV",Chlumec nad Cidlinou,Poděbradova,636,,Chlumec nad Cidlinou IV,    102790442,Školní jídelna,Chlumec nad Cidlinou,Poděbradova,636,,Chlumec nad Cidlinou IV
2,668000597,75017423,"Mateřská škola Beruška, Chlumec nad Cidlinou, Pod Loretou 460/IV",Chlumec nad Cidlinou,Pod Loretou,460,,Chlumec nad Cidlinou IV,    107580845,Mateřská škola,Chlumec nad Cidlinou,Pod Loretou,460,,Chlumec nad Cidlinou IV
2,668000597,75017423,"Mateřská škola Beruška, Chlumec nad Cidlinou, Pod Loretou 460/IV",Chlumec nad Cidlinou,Pod Loretou,460,,Chlumec nad Cidlinou IV,    102778795,Školní jídelna,Chlumec nad Cidlinou,Pod Loretou,460,,Chlumec nad Cidlinou IV
2,668000601,70988901,"Mateřská škola, Třebechovice pod Orebem",Třebechovice pod Orebem,Tyršova,1032,,Třebechovice pod Orebem,    107581825,Mateřská škola,Třebechovice pod Orebem,Tyršova,1032,,Třebechovice pod Orebem
2,668000601,70988901,"Mateřská škola, Třebechovice pod Orebem",Třebechovice pod Orebem,Tyršova,1032,,Třebechovice pod Orebem,    108007791,Školní jídelna - výdejna,Třebechovice pod Orebem,Tyršova,1032,,Třebechovice pod Orebem
2,668001127,71194550,"Mateřská škola Zvoneček, Hradec Králové, Čajkovského 1093",Hradec Králové,Čajkovského,1093,5,Nový Hradec Králové,    168001136,Mateřská škola,Hradec Králové,Čajkovského,1093,5,Nový Hradec Králové
2,668001127,71194550,"Mateřská škola Zvoneček, Hradec Králové, Čajkovského 1093",Hradec Králové,Čajkovského,1093,5,Nový Hradec Králové,    168001144,Školní jídelna,Hradec Králové,Čajkovského,1093,5,Nový Hradec Králové
2,668001127,71194550,"Mateřská škola Zvoneček, Hradec Králové, Čajkovského 1093",Hradec Králové,Čajkovského,1093,5,Nový Hradec Králové,    168001152,Školní jídelna - výdejna,Hradec Králové,Štechova,1327,3,Nový Hradec Králové
2,691005770,71295054,"Mateřská škola Podzámčí, Hradec Králové, Svatojánská 680/15",Hradec Králové,Svatojánská,680,15,Třebeš,    181050412,Mateřská škola,Hradec Králové,Svatojánská,680,15,Třebeš
2,691005770,71295054,"Mateřská škola Podzámčí, Hradec Králové, Svatojánská 680/15",Hradec Králové,Svatojánská,680,15,Třebeš,    181050421,Školní jídelna - výdejna,Hradec Králové,Svatojánská,680,15,Třebeš
2,691006733,71294112,"Dům dětí a mládeže, Nový Bydžov",Nový Bydžov,Dr. K. Englera,195,,Nový Bydžov,    102966109,Dům dětí a mládeže,Nový Bydžov,Dr. K. Englera,195,,Nový Bydžov
2,600091643,70188904,"Mateřská škola Na Habru, Hořice",Hořice,Jablonského,1108,,Hořice,    107582741,Mateřská škola,Hořice,Jablonského,1108,,Hořice
2,600091643,70188904,"Mateřská škola Na Habru, Hořice",Hořice,Jablonského,1108,,Hořice,    102818479,Školní jídelna,Hořice,Jablonského,1108,,Hořice
2,600091651,75015331,"Mateřská škola, Jeřice",Jeřice,,19,,Jeřice,    107582759,Mateřská škola,Jeřice,,19,,Jeřice
2,600091651,75015331,"Mateřská škola, Jeřice",Jeřice,,19,,Jeřice,    102818487,Školní jídelna,Jeřice,,19,,Jeřice
2,600091660,75019329,"Mateřská škola, Jičín, Fügnerova 750",Jičín,Fügnerova,750,,Valdické Předměstí,    107582767,Mateřská škola,Jičín,Fügnerova,750,,Valdické Předměstí
2,600091660,75019329,"Mateřská škola, Jičín, Fügnerova 750",Jičín,Fügnerova,750,,Valdické Předměstí,    102818495,Školní jídelna,Jičín,Fügnerova,750,,Valdické Předměstí
2,600091678,75015391,"Mateřská škola, Kacákova Lhota, příspěvková organizace",Kacákova Lhota,,48,,Kacákova Lhota,    107582783,Mateřská škola,Kacákova Lhota,,48,,Kacákova Lhota
2,600091678,75015391,"Mateřská škola, Kacákova Lhota, příspěvková organizace",Kacákova Lhota,,48,,Kacákova Lhota,    102818517,Školní jídelna,Kacákova Lhota,,48,,Kacákova Lhota
2,600091724,71011544,Bělohradská mateřská škola,Lázně Bělohrad,,112,,Horní Nová Ves,    107582848,Mateřská škola,Lázně Bělohrad,,112,,Horní Nová Ves
2,600091724,71011544,Bělohradská mateřská škola,Lázně Bělohrad,,112,,Horní Nová Ves,    102818550,Školní jídelna,Lázně Bělohrad,,112,,Horní Nová Ves
2,600091741,70983160,"Mateřská škola, Libošovice",Libošovice,,71,,Libošovice,    107582864,Mateřská škola,Libošovice,,71,,Libošovice
2,600091741,70983160,"Mateřská škola, Libošovice",Libošovice,,71,,Libošovice,    168001110,Školní jídelna - výdejna,Libošovice,,71,,Libošovice
2,600091759,75016435,Mateřská škola Kněžnice,Kněžnice,,95,,Kněžnice,    107582872,Mateřská škola,Kněžnice,,95,,Kněžnice
2,600091759,75016435,Mateřská škola Kněžnice,Kněžnice,,95,,Kněžnice,    102818584,Školní jídelna,Kněžnice,,95,,Kněžnice
2,600091775,70981850,"Mateřská škola, Markvartice",Markvartice,,105,,Markvartice,    107582899,Mateřská škola,Markvartice,,105,,Markvartice
2,600091775,70981850,"Mateřská škola, Markvartice",Markvartice,,105,,Markvartice,    102818606,Školní jídelna,Markvartice,,105,,Markvartice
2,600091791,70999872,"Mateřská škola, Mladějov",Mladějov,,85,,Mladějov,    107582911,Mateřská škola,Mladějov,,85,,Mladějov
2,600091791,70999872,"Mateřská škola, Mladějov",Mladějov,,85,,Mladějov,    168000032,Školní jídelna,Mladějov,,22,,Mladějov
2,600091864,75016516,"Mateřská škola, Sobčice, příspěvková organizace",Sobčice,,58,,Sobčice,    107582996,Mateřská škola,Sobčice,,58,,Sobčice
2,600091864,75016516,"Mateřská škola, Sobčice, příspěvková organizace",Sobčice,,58,,Sobčice,    168101351,Školní jídelna - výdejna,Sobčice,,58,,Sobčice
2,600091881,71001361,"Mateřská škola, Sobotka",Sobotka,Jičínská,435,,Sobotka,    107583020,Mateřská škola,Sobotka,Jičínská,435,,Sobotka
2,600091899,75015218,"Mateřská škola, Stará Paka",Stará Paka,Komenského,466,,Stará Paka,    107583038,Mateřská škola,Stará Paka,Komenského,466,,Stará Paka
2,600091899,75015218,"Mateřská škola, Stará Paka",Stará Paka,Komenského,466,,Stará Paka,    102818711,Školní jídelna,Stará Paka,Komenského,466,,Stará Paka
2,600091902,70990913,"Mateřská škola, Valdice",Valdice,Školní,144,,Valdice,    107583054,Mateřská škola,Valdice,Školní,144,,Valdice
2,600091902,70990913,"Mateřská škola, Valdice",Valdice,Školní,144,,Valdice,    102818738,Školní jídelna,Valdice,Školní,144,,Valdice
2,600091911,70983151,"Mateřská škola, Veliš",Veliš,,40,,Veliš,    107583062,Mateřská škola,Veliš,,40,,Veliš
2,600091911,70983151,"Mateřská škola, Veliš",Veliš,,40,,Veliš,    117300519,Školní jídelna,Veliš,,40,,Veliš
2,600091945,70984972,"Mateřská škola, Žlunice",Žlunice,,145,,Žlunice,    107583097,Mateřská škola,Žlunice,,145,,Žlunice
2,600091945,70984972,"Mateřská škola, Žlunice",Žlunice,,145,,Žlunice,    102818762,Školní jídelna,Žlunice,,145,,Žlunice
2,600091988,71002740,"Mateřská škola, Jinolice",Jinolice,,40,,Jinolice,    107583135,Mateřská škola,Jinolice,,40,,Jinolice
2,600091988,71002740,"Mateřská škola, Jinolice",Jinolice,,40,,Jinolice,    102818801,Školní jídelna,Jinolice,,40,,Jinolice
2,600091996,75019728,"Mateřská škola, Bystřice",Bystřice,,23,,Bystřice,    107583160,Mateřská škola,Bystřice,,23,,Bystřice
2,600091996,75019728,"Mateřská škola, Bystřice",Bystřice,,23,,Bystřice,    102818819,Školní jídelna,Bystřice,,23,,Bystřice
2,600092003,70993181,"Mateřská škola, Rohoznice",Rohoznice,,145,,Rohoznice,    107583178,Mateřská škola,Rohoznice,,145,,Rohoznice
2,600092003,70993181,"Mateřská škola, Rohoznice",Rohoznice,,145,,Rohoznice,    102818827,Školní jídelna,Rohoznice,,145,,Rohoznice
2,600092011,75017814,"Mateřská škola, Ostružno",Ostružno,,5,,Ostružno,    107583186,Mateřská škola,Ostružno,,5,,Ostružno
2,600092011,75017814,"Mateřská škola, Ostružno",Ostružno,,5,,Ostružno,    102818835,Školní jídelna,Ostružno,,5,,Ostružno
2,600092038,71004297,"Mateřská škola, Milíčeves",Slatiny,,71,,Milíčeves,    107583216,Mateřská škola,Slatiny,,71,,Milíčeves
2,600092038,71004297,"Mateřská škola, Milíčeves",Slatiny,,71,,Milíčeves,    102818860,Školní jídelna,Slatiny,,71,,Milíčeves
2,600092046,70981833,Mateřská škola Volanice,Volanice,,130,,Volanice,    107583259,Mateřská škola,Volanice,,130,,Volanice
2,600092046,70981833,Mateřská škola Volanice,Volanice,,130,,Volanice,    168001098,Školní jídelna - výdejna,Volanice,,130,,Volanice
2,600092054,70188921,"Mateřská škola, Hořice, Husova 2166",Hořice,Husova,2166,,Hořice,    107583267,Mateřská škola,Hořice,Husova,2166,,Hořice
2,600092054,70188921,"Mateřská škola, Hořice, Husova 2166",Hořice,Husova,2166,,Hořice,    102818908,Školní jídelna,Hořice,Husova,2166,,Hořice
2,600092054,70188921,"Mateřská škola, Hořice, Husova 2166",Hořice,Husova,2166,,Hořice,    168001187,Školní jídelna - výdejna,Hořice,Husova,321,,Hořice
2,600092062,70188891,"Mateřská škola Pod Lipou, Hořice",Hořice,Pod Lipou,1773,,Hořice,    107583275,Mateřská škola,Hořice,Pod Lipou,1773,,Hořice
2,600092062,70188891,"Mateřská škola Pod Lipou, Hořice",Hořice,Pod Lipou,1773,,Hořice,    102954933,Školní jídelna,Hořice,Pod Lipou,1773,,Hořice
2,600092071,75019167,"Mateřská škola Větrov, Jičín, Křižíkova 1288",Jičín,Křižíkova,1288,,,    107583283,Mateřská škola,Jičín,Křižíkova,1288,,
2,600092071,75019167,"Mateřská škola Větrov, Jičín, Křižíkova 1288",Jičín,Křižíkova,1288,,,    102818924,Školní jídelna,Jičín,Křižíkova,1288,,
2,600092071,75019167,"Mateřská škola Větrov, Jičín, Křižíkova 1288",Jičín,Křižíkova,1288,,,    181071096,Školní jídelna - výdejna,Jičín,Hradecká,898,,Valdické Předměstí
2,600092089,75019248,"Mateřská škola, Jičín, J. Š. Kubína 465",Jičín,J. Š. Kubína,465,,Holínské Předměstí,    107583291,Mateřská škola,Jičín,J. Š. Kubína,465,,Holínské Předměstí
2,600092089,75019248,"Mateřská škola, Jičín, J. Š. Kubína 465",Jičín,J. Š. Kubína,465,,Holínské Předměstí,    102818932,Školní jídelna,Jičín,J. Š. Kubína,465,,Holínské Předměstí
2,600092101,75019086,"Mateřská škola Máj, Jičín, Pod Koželuhy 171",Jičín,Pod Koželuhy,171,,Nové Město,    107583330,Mateřská škola,Jičín,Pod Koželuhy,171,,Nové Město
2,600092101,75019086,"Mateřská škola Máj, Jičín, Pod Koželuhy 171",Jičín,Pod Koželuhy,171,,Nové Město,    102818975,Školní jídelna,Jičín,Pod Koželuhy,171,,Nové Město
2,600092119,70886784,"Základní škola, Jičín, Železnická 460",Jičín,Železnická,460,,Holínské Předměstí,    047477334,Základní škola,Jičín,Železnická,460,,Holínské Předměstí
2,600092119,70886784,"Základní škola, Jičín, Železnická 460",Jičín,Železnická,460,,Holínské Předměstí,    117300039,Školní družina,Jičín,Železnická,460,,Holínské Předměstí
2,600092119,70886784,"Základní škola, Jičín, Železnická 460",Jičín,Železnická,460,,Holínské Předměstí,    102818312,Školní jídelna,Jičín,Železnická,460,,Holínské Předměstí
2,600092127,49305620,"Základní škola Nová Paka, Komenského 555",Nová Paka,Komenského,555,,Nová Paka,    049305620,Základní škola,Nová Paka,Komenského,555,,Nová Paka
2,600092127,49305620,"Základní škola Nová Paka, Komenského 555",Nová Paka,Komenského,555,,Nová Paka,    117300047,Školní družina,Nová Paka,Komenského,555,,Nová Paka
2,600092135,70892547,"Základní škola, Hořice, Komenského 338, okres Jičín",Hořice,Komenského,338,,Hořice,    049305662,Základní škola,Hořice,Komenského,338,,Hořice
2,600092135,70892547,"Základní škola, Hořice, Komenského 338, okres Jičín",Hořice,Komenského,338,,Hořice,    117300055,Školní družina,Hořice,Komenského,338,,Hořice
2,600092143,70879150,"Základní škola K. V. Raise, Lázně Bělohrad, okres Jičín",Lázně Bělohrad,Komenského,95,,Lázně Bělohrad,    049305760,Základní škola,Lázně Bělohrad,Komenského,95,,Lázně Bělohrad
2,600092143,70879150,"Základní škola K. V. Raise, Lázně Bělohrad, okres Jičín",Lázně Bělohrad,Komenského,95,,Lázně Bělohrad,    117300063,Školní družina,Lázně Bělohrad,Komenského,95,,Lázně Bělohrad
2,600092143,70879150,"Základní škola K. V. Raise, Lázně Bělohrad, okres Jičín",Lázně Bělohrad,Komenského,95,,Lázně Bělohrad,    102818339,Školní jídelna,Lázně Bělohrad,Komenského,95,,Lázně Bělohrad
2,600092151,60114011,"Základní škola a Mateřská škola, Pecka, okres Jičín",Pecka,,38,,Pecka,    107582988,Mateřská škola,Pecka,,30,,Pecka
2,600092151,60114011,"Základní škola a Mateřská škola, Pecka, okres Jičín",Pecka,,38,,Pecka,    060114011,Základní škola,Pecka,,38,,Pecka
2,600092151,60114011,"Základní škola a Mateřská škola, Pecka, okres Jičín",Pecka,,38,,Pecka,    117300071,Školní družina,Pecka,,38,,Pecka
2,600092151,60114011,"Základní škola a Mateřská škola, Pecka, okres Jičín",Pecka,,38,,Pecka,    102818231,Školní jídelna,Pecka,,38,,Pecka
2,600092151,60114011,"Základní škola a Mateřská škola, Pecka, okres Jičín",Pecka,,38,,Pecka,    150074221,Školní jídelna - výdejna,Pecka,,30,,Pecka
2,600092160,70886849,"Základní škola, Jičín, Husova 170",Jičín,Husova,170,,Valdické Předměstí,    060114088,Základní škola,Jičín,Husova,170,,Valdické Předměstí
2,600092160,70886849,"Základní škola, Jičín, Husova 170",Jičín,Husova,170,,Valdické Předměstí,    117300080,Školní družina,Jičín,Husova,183,,Valdické Předměstí
2,600092160,70886849,"Základní škola, Jičín, Husova 170",Jičín,Husova,170,,Valdické Předměstí,    102818291,Školní jídelna,Jičín,Husova,183,,Valdické Předměstí
2,600092178,75016869,"Základní škola a Mateřská škola, Běchary, okres Jičín",Běchary,,5,,Běchary,    103378596,Mateřská škola,Běchary,,5,,Běchary
2,600092178,75016869,"Základní škola a Mateřská škola, Běchary, okres Jičín",Běchary,,5,,Běchary,    102008981,Základní škola,Běchary,,5,,Běchary
2,600092178,75016869,"Základní škola a Mateřská škola, Běchary, okres Jičín",Běchary,,5,,Běchary,    150025602,Školní družina,Běchary,,5,,Běchary
2,600092178,75016869,"Základní škola a Mateřská škola, Běchary, okres Jičín",Běchary,,5,,Běchary,    102009716,Školní jídelna,Běchary,,5,,Běchary
2,600092216,70993203,"Základní škola a Mateřská škola, Jičíněves",Jičíněves,,44,,Jičíněves,    181039699,Mateřská škola,Jičíněves,,44,,Jičíněves
2,600092216,70993203,"Základní škola a Mateřská škola, Jičíněves",Jičíněves,,44,,Jičíněves,    102190780,Základní škola,Jičíněves,,44,,Jičíněves
2,600092216,70993203,"Základní škola a Mateřská škola, Jičíněves",Jičíněves,,44,,Jičíněves,    117300268,Školní družina,Jičíněves,,44,,Jičíněves
2,600092216,70993203,"Základní škola a Mateřská škola, Jičíněves",Jičíněves,,44,,Jičíněves,    150068484,Školní jídelna - výdejna,Jičíněves,,44,,Jičíněves
2,600092232,70985766,"Základní škola, Libuň, okres Jičín",Libuň,,33,,Libuň,    102190810,Základní škola,Libuň,,33,,Libuň
2,600092232,70985766,"Základní škola, Libuň, okres Jičín",Libuň,,33,,Libuň,    117300284,Školní družina,Libuň,,33,,Libuň
2,600092232,70985766,"Základní škola, Libuň, okres Jičín",Libuň,,33,,Libuň,    150066929,Školní jídelna - výdejna,Libuň,,33,,Libuň
2,600092267,71005510,"Mateřská škola, Mlázovice",Mlázovice,Novopacká,2,,Mlázovice,    107582929,Mateřská škola,Mlázovice,Novopacká,2,,Mlázovice
2,600092267,71005510,"Mateřská škola, Mlázovice",Mlázovice,Novopacká,2,,Mlázovice,    102818185,Školní jídelna - výdejna,Mlázovice,Novopacká,2,,Mlázovice
2,600092275,70188475,"Základní škola, Nemyčeves, okres Jičín",Nemyčeves,,77,,Nemyčeves,    102190879,Základní škola,Nemyčeves,,77,,Nemyčeves
2,600092275,70188475,"Základní škola, Nemyčeves, okres Jičín",Nemyčeves,,77,,Nemyčeves,    117300322,Školní družina,Nemyčeves,,77,,Nemyčeves
2,600092275,70188475,"Základní škola, Nemyčeves, okres Jičín",Nemyčeves,,77,,Nemyčeves,    150073798,Školní jídelna - výdejna,Nemyčeves,,77,,Nemyčeves
2,600092291,71004271,"Základní škola, Slatiny, okres Jičín",Slatiny,,17,,Slatiny,    102190895,Základní škola,Slatiny,,17,,Slatiny
2,600092291,71004271,"Základní škola, Slatiny, okres Jičín",Slatiny,,17,,Slatiny,    117300489,Školní družina,Slatiny,,17,,Slatiny
2,600092291,71004271,"Základní škola, Slatiny, okres Jičín",Slatiny,,17,,Slatiny,    150066571,Školní jídelna - výdejna,Slatiny,,17,,Slatiny
2,600092305,70990921,"Základní škola, Valdice, okres Jičín",Valdice,Jičínská,30,,Valdice,    102190909,Základní škola,Valdice,Jičínská,30,,Valdice
2,600092305,70990921,"Základní škola, Valdice, okres Jičín",Valdice,Jičínská,30,,Valdice,    117300349,Školní družina,Valdice,Jičínská,30,,Valdice
2,600092330,70999121,Základní škola Eduarda Štorcha a mateřská škola Ostroměř,Ostroměř,Školní,315,,Ostroměř,    107582970,Mateřská škola,Ostroměř,Školní,342,,Ostroměř
2,600092330,70999121,Základní škola Eduarda Štorcha a mateřská škola Ostroměř,Ostroměř,Školní,315,,Ostroměř,    102190968,Základní škola,Ostroměř,Školní,315,,Ostroměř
2,600092330,70999121,Základní škola Eduarda Štorcha a mateřská škola Ostroměř,Ostroměř,Školní,315,,Ostroměř,    117300098,Školní družina,Ostroměř,Školní,315,,Ostroměř
2,600092330,70999121,Základní škola Eduarda Štorcha a mateřská škola Ostroměř,Ostroměř,Školní,315,,Ostroměř,    102818223,Školní jídelna,Ostroměř,Školní,315,,Ostroměř
2,600092330,70999121,Základní škola Eduarda Štorcha a mateřská škola Ostroměř,Ostroměř,Školní,315,,Ostroměř,    168102188,Školní jídelna - výdejna,Ostroměř,Školní,342,,Ostroměř
2,600092348,75017075,"Základní škola a Mateřská škola, Vysoké Veselí, okres Jičín",Vysoké Veselí,K. H. Borovského,99,,Vysoké Veselí,    107583071,Mateřská škola,Vysoké Veselí,K. H. Borovského,99,,Vysoké Veselí
2,600092348,75017075,"Základní škola a Mateřská škola, Vysoké Veselí, okres Jičín",Vysoké Veselí,K. H. Borovského,99,,Vysoké Veselí,    102190984,Základní škola,Vysoké Veselí,K. H. Borovského,99,,Vysoké Veselí
2,600092348,75017075,"Základní škola a Mateřská škola, Vysoké Veselí, okres Jičín",Vysoké Veselí,K. H. Borovského,99,,Vysoké Veselí,    117300101,Školní družina,Vysoké Veselí,K. H. Borovského,99,,Vysoké Veselí
2,600092348,75017075,"Základní škola a Mateřská škola, Vysoké Veselí, okres Jičín",Vysoké Veselí,K. H. Borovského,99,,Vysoké Veselí,    102818240,Školní jídelna,Vysoké Veselí,K. H. Borovského,99,,Vysoké Veselí
2,600092364,70188912,"Základní škola Na Habru, Hořice, Jablonského 865, okres Jičín",Hořice,Jablonského,865,,Hořice,    102206066,Základní škola,Hořice,Jablonského,865,,Hořice
2,600092364,70188912,"Základní škola Na Habru, Hořice, Jablonského 865, okres Jičín",Hořice,Jablonského,865,,Hořice,    117300012,Školní družina,Hořice,Jablonského,865,,Hořice
2,600092381,70886822,"Základní škola, Jičín, 17. listopadu 109, příspěvková organizace",Jičín,17. listopadu,109,,Staré Město,    102206147,Základní škola,Jičín,17. listopadu,109,,Staré Město
2,600092381,70886822,"Základní škola, Jičín, 17. listopadu 109, příspěvková organizace",Jičín,17. listopadu,109,,Staré Město,    117300136,Školní družina,Jičín,17. listopadu,109,,Staré Město
2,600092381,70886822,"Základní škola, Jičín, 17. listopadu 109, příspěvková organizace",Jičín,17. listopadu,109,,Staré Město,    168100681,Školní jídelna - výdejna,Jičín,Smiřických,108,,Staré Město
2,600092402,70992240,Základní škola a Mateřská škola Kopidlno,Kopidlno,Tomáše Svobody,297,,Kopidlno,    107582821,Mateřská škola,Kopidlno,Havlíčkova,606,,Kopidlno
2,600092402,70992240,Základní škola a Mateřská škola Kopidlno,Kopidlno,Tomáše Svobody,297,,Kopidlno,    102206252,Základní škola,Kopidlno,Tomáše Svobody,297,,Kopidlno
