Zřizovatel,Red IZO:,IČO:,Název organizace,Místo:,Ulice:,Č.p.:,Č.o.:,Městská část:,    IZO:,"Druh školy, školského zařízení:",Místo školy-zařízení:,Ulice školy-zařízení:,Č.p. školy-zařízení:,Č.o. školy-zařízení:,Městská část školy-zařízení:
6,600024636,71197621,Základní škola speciální a praktická škola Diakonie ČCE Vrchlabí,Vrchlabí,Komenského,616,,Vrchlabí,    181034212,Školní družina,Vrchlabí,Komenského,616,,Vrchlabí
6,600024636,71197621,Základní škola speciální a praktická škola Diakonie ČCE Vrchlabí,Vrchlabí,Komenského,616,,Vrchlabí,    181094746,Zařízení pro další vzdělávání pedagogických pracovníků,Vrchlabí,Komenského,616,,Vrchlabí
6,651040710,71340947,"Brána, základní škola a mateřská škola",Nová Paka,Heřmanická,340,,Nová Paka,    168102722,Mateřská škola,Nová Paka,Heřmanická,340,,Nová Paka
6,651040710,71340947,"Brána, základní škola a mateřská škola",Nová Paka,Heřmanická,340,,Nová Paka,    151040729,Základní škola,Nová Paka,Heřmanická,340,,Nová Paka
6,651040710,71340947,"Brána, základní škola a mateřská škola",Nová Paka,Heřmanická,340,,Nová Paka,    168102731,Školní družina,Nová Paka,Heřmanická,340,,Nová Paka
6,651040710,71340947,"Brána, základní škola a mateřská škola",Nová Paka,Heřmanická,340,,Nová Paka,    181093642,Školní jídelna,Nová Paka,Heřmanická,340,,Nová Paka
6,691000794,71341072,"Biskupské gymnázium, církevní základní škola, mateřská škola a základní umělecká škola Hradec Králové",Hradec Králové,Orlické nábřeží,356,1,Hradec Králové,    150076240,Mateřská škola,Hradec Králové,Na Hradě,90,2,Hradec Králové
6,691000794,71341072,"Biskupské gymnázium, církevní základní škola, mateřská škola a základní umělecká škola Hradec Králové",Hradec Králové,Orlické nábřeží,356,1,Hradec Králové,    110035810,Základní škola,Hradec Králové,Na Hradě,90,2,Hradec Králové
6,691000794,71341072,"Biskupské gymnázium, církevní základní škola, mateřská škola a základní umělecká škola Hradec Králové",Hradec Králové,Orlické nábřeží,356,1,Hradec Králové,    045978298,Střední škola,Hradec Králové,Orlické nábřeží,356,1,Hradec Králové
6,691000794,71341072,"Biskupské gymnázium, církevní základní škola, mateřská škola a základní umělecká škola Hradec Králové",Hradec Králové,Orlické nábřeží,356,1,Hradec Králové,    181087341,Základní umělecká škola,Hradec Králové,Orlické nábřeží,356,1,Hradec Králové
6,691000794,71341072,"Biskupské gymnázium, církevní základní škola, mateřská škola a základní umělecká škola Hradec Králové",Hradec Králové,Orlické nábřeží,356,1,Hradec Králové,    110035828,Školní družina,Hradec Králové,Na Hradě,90,2,Hradec Králové
6,691000794,71341072,"Biskupské gymnázium, církevní základní škola, mateřská škola a základní umělecká škola Hradec Králové",Hradec Králové,Orlické nábřeží,356,1,Hradec Králové,    181001594,Školní klub,Hradec Králové,Na Hradě,90,2,Hradec Králové
6,691000794,71341072,"Biskupské gymnázium, církevní základní škola, mateřská škola a základní umělecká škola Hradec Králové",Hradec Králové,Orlické nábřeží,356,1,Hradec Králové,    150004168,Školní jídelna - výdejna,Hradec Králové,Na Hradě,90,2,Hradec Králové
7,600011658,62690035,"Střední průmyslová škola stavební, Hradec Králové, Pospíšilova tř. 787",Hradec Králové,Pospíšilova,787,11,Hradec Králové,    062690035,Střední škola,Hradec Králové,Pospíšilova,787,11,Hradec Králové
7,600011666,62690043,"Gymnázium Boženy Němcové, Hradec Králové, Pospíšilova tř. 324",Hradec Králové,Pospíšilova,324,7,Hradec Králové,    062690043,Střední škola,Hradec Králové,Pospíšilova,324,7,Hradec Králové
7,600011674,62690060,"Gymnázium J. K. Tyla, Hradec Králové, Tylovo nábř. 682",Hradec Králové,Tylovo nábřeží,682,12,Hradec Králové,    062690060,Střední škola,Hradec Králové,Tylovo nábřeží,682,12,Hradec Králové
7,600011674,62690060,"Gymnázium J. K. Tyla, Hradec Králové, Tylovo nábř. 682",Hradec Králové,Tylovo nábřeží,682,12,Hradec Králové,    102778311,Školní jídelna,Hradec Králové,Tylovo nábřeží,682,12,Hradec Králové
7,600011682,62690221,"Gymnázium, Střední odborná škola a Vyšší odborná škola, Nový Bydžov",Nový Bydžov,Komenského,77,,Nový Bydžov,    062690221,Střední škola,Nový Bydžov,Komenského,77,,Nový Bydžov
7,600011682,62690221,"Gymnázium, Střední odborná škola a Vyšší odborná škola, Nový Bydžov",Nový Bydžov,Komenského,77,,Nový Bydžov,    150008716,Vyšší odborná škola,Nový Bydžov,Jana Maláta,1869,,Nový Bydžov
7,600011682,62690221,"Gymnázium, Střední odborná škola a Vyšší odborná škola, Nový Bydžov",Nový Bydžov,Komenského,77,,Nový Bydžov,    102754438,Domov mládeže,Nový Bydžov,Jos. Jungmanna,1544,,Nový Bydžov
7,600011682,62690221,"Gymnázium, Střední odborná škola a Vyšší odborná škola, Nový Bydžov",Nový Bydžov,Komenského,77,,Nový Bydžov,    181071070,Školní jídelna - výdejna,Nový Bydžov,Jana Maláta,1872,,Nový Bydžov
7,600011712,527939,"Střední škola služeb, obchodu a gastronomie",Hradec Králové,Velká,3,64,Pouchov,    000527939,Střední škola,Hradec Králové,Velká,3,64,Pouchov
7,600011712,527939,"Střední škola služeb, obchodu a gastronomie",Hradec Králové,Velká,3,64,Pouchov,    110020987,Domov mládeže,Černožice,,185,,Černožice
7,600011739,62690272,"Obchodní akademie, Střední odborná škola a Jazyková škola s právem státní jazykové zkoušky, Hradec Králové",Hradec Králové,Pospíšilova,365,9,Hradec Králové,    062690272,Střední škola,Hradec Králové,Pospíšilova,365,9,Hradec Králové
7,600011739,62690272,"Obchodní akademie, Střední odborná škola a Jazyková škola s právem státní jazykové zkoušky, Hradec Králové",Hradec Králové,Pospíšilova,365,9,Hradec Králové,    110013221,Jazyková škola s právem státní jazykové zkoušky,Hradec Králové,Pospíšilova,365,9,Hradec Králové
7,600011747,145238,"Střední uměleckoprůmyslová škola hudebních nástrojů a nábytku, Hradec Králové, 17. listopadu 1202",Hradec Králové,17. listopadu,1202,1,Hradec Králové,    110100867,Střední škola,Hradec Králové,17. listopadu,1202,1,Hradec Králové
7,600011747,145238,"Střední uměleckoprůmyslová škola hudebních nástrojů a nábytku, Hradec Králové, 17. listopadu 1202",Hradec Králové,17. listopadu,1202,1,Hradec Králové,    110018575,Domov mládeže,Hradec Králové,Hradecká,1205,7,Hradec Králové
7,600011763,87751,"Střední škola technická a řemeslná, Nový Bydžov, Dr. M. Tyrše 112",Nový Bydžov,Dr. M. Tyrše,112,,Nový Bydžov,    000087751,Střední škola,Nový Bydžov,Dr. M. Tyrše,112,,Nový Bydžov
7,600011763,87751,"Střední škola technická a řemeslná, Nový Bydžov, Dr. M. Tyrše 112",Nový Bydžov,Dr. M. Tyrše,112,,Nový Bydžov,    110021011,Domov mládeže,Hlušice,,1,,Hlušice
7,600011763,87751,"Střední škola technická a řemeslná, Nový Bydžov, Dr. M. Tyrše 112",Nový Bydžov,Dr. M. Tyrše,112,,Nový Bydžov,    110021029,Školní jídelna,Hlušice,,1,,Hlušice
7,600011801,62690281,"Střední odborná škola veterinární, Hradec Králové-Kukleny, Pražská 68",Hradec Králové,Pražská třída,68,18,Kukleny,    108007863,Střední škola,Hradec Králové,Pražská třída,68,18,Kukleny
7,600011801,62690281,"Střední odborná škola veterinární, Hradec Králové-Kukleny, Pražská 68",Hradec Králové,Pražská třída,68,18,Kukleny,    102754772,Školní jídelna,Hradec Králové,Pražská třída,68,18,Kukleny
7,600011828,15062848,"Střední průmyslová škola, Střední odborná škola a Střední odborné učiliště, Hradec Králové",Hradec Králové,Hradební,1029,2,Hradec Králové,    015062848,Střední škola,Hradec Králové,Hradební,1029,2,Hradec Králové
7,600011828,15062848,"Střední průmyslová škola, Střední odborná škola a Střední odborné učiliště, Hradec Králové",Hradec Králové,Hradební,1029,2,Hradec Králové,    110028848,Domov mládeže,Hradec Králové,Hradební,1029,2,Hradec Králové
7,600011828,15062848,"Střední průmyslová škola, Střední odborná škola a Střední odborné učiliště, Hradec Králové",Hradec Králové,Hradební,1029,2,Hradec Králové,    110028856,Školní jídelna,Hradec Králové,Hradební,1029,2,Hradec Králové
7,600011992,60116781,"Lepařovo gymnázium, Jičín, Jiráskova 30",Jičín,Jiráskova,30,,Holínské Předměstí,    000087131,Střední škola,Jičín,Jiráskova,30,,Holínské Předměstí
7,600012000,60116935,"Masarykova obchodní akademie, Jičín, 17. listopadu 220",Jičín,17. listopadu,220,,Valdické Předměstí,    000087513,Střední škola,Jičín,17. listopadu,220,,Valdické Předměstí
7,600012018,64812201,"Střední škola zahradnická, Kopidlno, náměstí Hilmarovo 1",Kopidlno,náměstí Hilmarovo,1,,Kopidlno,    000087629,Střední škola,Kopidlno,náměstí Hilmarovo,1,,Kopidlno
7,600012018,64812201,"Střední škola zahradnická, Kopidlno, náměstí Hilmarovo 1",Kopidlno,náměstí Hilmarovo,1,,Kopidlno,    102754489,Domov mládeže,Kopidlno,náměstí Hilmarovo,114,,Kopidlno
7,600012018,64812201,"Střední škola zahradnická, Kopidlno, náměstí Hilmarovo 1",Kopidlno,náměstí Hilmarovo,1,,Kopidlno,    102754870,Školní jídelna,Kopidlno,náměstí Hilmarovo,1,,Kopidlno
